VoucherID,CompanyID,VoucherNo,VoucherType,VoucherDate,PartyID,PartyName,SubTotal,TaxAmount,GrandTotal,Narration,Status,CreatedDate,LastModifiedDate
VCH-0813,COMP-0015,SAL-000813,Sales,2024-04-15,PTY-0260,Priya Patel Distributors,702000,126360,828360,Sales to Priya Patel Distributors,Posted,2024-04-15,2024-05-01
VCH-0814,COMP-0015,PUR-000814,Purchase,2024-04-09,PTY-0252,Rajesh Kumar Suppliers,275000,49500,324500,Purchase to Rajesh Kumar Suppliers,Posted,2024-04-09,2024-05-01
VCH-0815,COMP-0015,JOU-000815,Journal,2024-05-02,,,23217,0,23217,Journal voucher,Posted,2024-05-02,2024-05-01
VCH-0816,COMP-0015,PUR-000816,Purchase,2024-06-20,PTY-0265,Vikram Patel Distributors,42000,7560,49560,Purchase to Vikram Patel Distributors,Posted,2024-06-20,2024-05-01
VCH-0817,COMP-0015,JOU-000817,Journal,2024-05-12,,,23149,0,23149,Journal voucher,Posted,2024-05-12,2024-05-01
VCH-0818,COMP-0015,SAL-000818,Sales,2024-06-12,PTY-0264,Rajesh Patel Traders,84000,15120,99120,Sales to Rajesh Patel Traders,Posted,2024-06-12,2024-05-01
VCH-0819,COMP-0015,JOU-000819,Journal,2024-05-10,,,18921,0,18921,Journal voucher,Posted,2024-05-10,2024-05-01
VCH-0820,COMP-0015,JOU-000820,Journal,2024-06-29,,,24208,0,24208,Journal voucher,Posted,2024-06-29,2024-05-01
VCH-0821,COMP-0015,PUR-000821,Purchase,2024-06-20,PTY-0268,Rajesh Gupta Suppliers,728000,131040,859040,Purchase to Rajesh Gupta Suppliers,Posted,2024-06-20,2024-05-01
VCH-0822,COMP-0015,SAL-000822,Sales,2024-05-12,PTY-0259,Priya Sharma Distributors,965400,173772,1139172,Sales to Priya Sharma Distributors,Posted,2024-05-12,2024-05-01
VCH-0823,COMP-0015,PUR-000823,Purchase,2024-04-30,PTY-0266,Rajesh Sharma Traders,110000,19800,129800,Purchase to Rajesh Sharma Traders,Posted,2024-04-30,2024-05-01
VCH-0824,COMP-0015,JOU-000824,Journal,2024-06-12,,,12579,0,12579,Journal voucher,Posted,2024-06-12,2024-05-01
VCH-0825,COMP-0015,SAL-000825,Sales,2024-04-06,PTY-0262,Vikram Kumar Suppliers,458500,82530,541030,Sales to Vikram Kumar Suppliers,Posted,2024-04-06,2024-05-01
VCH-0826,COMP-0015,SAL-000826,Sales,2024-04-28,PTY-0252,Rajesh Kumar Suppliers,55000,9900,64900,Sales to Rajesh Kumar Suppliers,Posted,2024-04-28,2024-05-01
VCH-0827,COMP-0015,PUR-000827,Purchase,2024-06-15,PTY-0257,Priya Singh Traders,615400,110772,726172,Purchase to Priya Singh Traders,Posted,2024-06-15,2024-05-01
VCH-0828,COMP-0015,JOU-000828,Journal,2024-04-12,,,24605,0,24605,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-0829,COMP-0015,PUR-000829,Purchase,2024-04-06,PTY-0257,Priya Singh Traders,666000,119880,785880,Purchase to Priya Singh Traders,Posted,2024-04-06,2024-05-01
VCH-0830,COMP-0016,SAL-000830,Sales,2024-05-13,PTY-0289,Amit Singh Suppliers,1560000,280800,1840800,Sales to Amit Singh Suppliers,Posted,2024-05-13,2024-05-01
VCH-0831,COMP-0016,PUR-000831,Purchase,2024-05-28,PTY-0278,Priya Sharma Traders,55000,9900,64900,Purchase to Priya Sharma Traders,Posted,2024-05-28,2024-05-01
VCH-0832,COMP-0016,SAL-000832,Sales,2024-06-25,PTY-0278,Priya Sharma Traders,120000,21600,141600,Sales to Priya Sharma Traders,Posted,2024-06-25,2024-05-01
VCH-0833,COMP-0016,SAL-000833,Sales,2024-04-23,PTY-0279,Priya Sharma Traders,210000,37800,247800,Sales to Priya Sharma Traders,Posted,2024-04-23,2024-05-01
VCH-0834,COMP-0016,SAL-000834,Sales,2024-05-29,PTY-0287,Rajesh Sharma Distributors,42000,7560,49560,Sales to Rajesh Sharma Distributors,Posted,2024-05-29,2024-05-01
VCH-0835,COMP-0016,JOU-000835,Journal,2024-04-16,,,11690,0,11690,Journal voucher,Posted,2024-04-16,2024-05-01
VCH-0836,COMP-0016,JOU-000836,Journal,2024-06-20,,,14817,0,14817,Journal voucher,Posted,2024-06-20,2024-05-01
VCH-0837,COMP-0016,PUR-000837,Purchase,2024-04-20,PTY-0278,Priya Sharma Traders,420000,75600,495600,Purchase to Priya Sharma Traders,Posted,2024-04-20,2024-05-01
VCH-0838,COMP-0016,PUR-000838,Purchase,2024-04-05,PTY-0286,Rajesh Gupta Traders,165000,29700,194700,Purchase to Rajesh Gupta Traders,Posted,2024-04-05,2024-05-01
VCH-0839,COMP-0016,SAL-000839,Sales,2024-04-28,PTY-0286,Rajesh Gupta Traders,40000,7200,47200,Sales to Rajesh Gupta Traders,Posted,2024-04-28,2024-05-01
VCH-0840,COMP-0016,JOU-000840,Journal,2024-06-29,,,13720,0,13720,Journal voucher,Posted,2024-06-29,2024-05-01
VCH-0841,COMP-0016,SAL-000841,Sales,2024-05-28,PTY-0290,Neha Patel Distributors,374700,67446,442146,Sales to Neha Patel Distributors,Posted,2024-05-28,2024-05-01
VCH-0842,COMP-0016,SAL-000842,Sales,2024-05-11,PTY-0279,Priya Sharma Traders,1172200,210996,1383196,Sales to Priya Sharma Traders,Posted,2024-05-11,2024-05-01
VCH-0843,COMP-0016,JOU-000843,Journal,2024-04-12,,,8779,0,8779,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-0844,COMP-0016,SAL-000844,Sales,2024-04-07,PTY-0290,Neha Patel Distributors,12000,2160,14160,Sales to Neha Patel Distributors,Posted,2024-04-07,2024-05-01
VCH-0845,COMP-0016,JOU-000845,Journal,2024-05-21,,,24027,0,24027,Journal voucher,Posted,2024-05-21,2024-05-01
VCH-0846,COMP-0016,PUR-000846,Purchase,2024-04-07,PTY-0290,Neha Patel Distributors,168000,30240,198240,Purchase to Neha Patel Distributors,Posted,2024-04-07,2024-05-01
VCH-0847,COMP-0016,PUR-000847,Purchase,2024-04-07,PTY-0290,Neha Patel Distributors,240000,43200,283200,Purchase to Neha Patel Distributors,Posted,2024-04-07,2024-05-01
VCH-0848,COMP-0016,PUR-000848,Purchase,2024-05-14,PTY-0275,Priya Sharma Distributors,175500,31590,207090,Purchase to Priya Sharma Distributors,Posted,2024-05-14,2024-05-01
VCH-0849,COMP-0016,PUR-000849,Purchase,2024-04-06,PTY-0279,Priya Sharma Traders,240000,43200,283200,Purchase to Priya Sharma Traders,Posted,2024-04-06,2024-05-01
VCH-0850,COMP-0016,SAL-000850,Sales,2024-06-06,PTY-0287,Rajesh Sharma Distributors,20000,3600,23600,Sales to Rajesh Sharma Distributors,Posted,2024-06-06,2024-05-01
VCH-0851,COMP-0016,PUR-000851,Purchase,2024-05-12,PTY-0281,Amit Sharma Traders,66500,11970,78470,Purchase to Amit Sharma Traders,Posted,2024-05-12,2024-05-01
VCH-0852,COMP-0016,PUR-000852,Purchase,2024-06-25,PTY-0273,Vikram Patel Traders,10500,1890,12390,Purchase to Vikram Patel Traders,Posted,2024-06-25,2024-05-01
VCH-0853,COMP-0016,PUR-000853,Purchase,2024-06-21,PTY-0275,Priya Sharma Distributors,307200,55296,362496,Purchase to Priya Sharma Distributors,Posted,2024-06-21,2024-05-01
VCH-0854,COMP-0016,JOU-000854,Journal,2024-04-08,,,24820,0,24820,Journal voucher,Posted,2024-04-08,2024-05-01
VCH-0855,COMP-0016,JOU-000855,Journal,2024-04-20,,,15251,0,15251,Journal voucher,Posted,2024-04-20,2024-05-01
VCH-0856,COMP-0016,SAL-000856,Sales,2024-06-26,PTY-0289,Amit Singh Suppliers,294000,52920,346920,Sales to Amit Singh Suppliers,Posted,2024-06-26,2024-05-01
VCH-0857,COMP-0016,PUR-000857,Purchase,2024-06-16,PTY-0290,Neha Patel Distributors,112700,20286,132986,Purchase to Neha Patel Distributors,Posted,2024-06-16,2024-05-01
VCH-0858,COMP-0016,JOU-000858,Journal,2024-04-23,,,14469,0,14469,Journal voucher,Posted,2024-04-23,2024-05-01
VCH-0859,COMP-0016,SAL-000859,Sales,2024-05-11,PTY-0274,Amit Gupta Suppliers,75900,13662,89562,Sales to Amit Gupta Suppliers,Posted,2024-05-11,2024-05-01
VCH-0860,COMP-0016,SAL-000860,Sales,2024-06-24,PTY-0280,Priya Patel Suppliers,16000,2880,18880,Sales to Priya Patel Suppliers,Posted,2024-06-24,2024-05-01
VCH-0861,COMP-0016,SAL-000861,Sales,2024-06-06,PTY-0277,Rajesh Singh Distributors,425000,76500,501500,Sales to Rajesh Singh Distributors,Posted,2024-06-06,2024-05-01
VCH-0862,COMP-0016,JOU-000862,Journal,2024-04-20,,,21766,0,21766,Journal voucher,Posted,2024-04-20,2024-05-01
VCH-0863,COMP-0016,SAL-000863,Sales,2024-05-12,PTY-0274,Amit Gupta Suppliers,427000,76860,503860,Sales to Amit Gupta Suppliers,Posted,2024-05-12,2024-05-01
VCH-0864,COMP-0016,JOU-000864,Journal,2024-06-10,,,20393,0,20393,Journal voucher,Posted,2024-06-10,2024-05-01
VCH-0865,COMP-0016,SAL-000865,Sales,2024-05-23,PTY-0286,Rajesh Gupta Traders,174900,31482,206382,Sales to Rajesh Gupta Traders,Posted,2024-05-23,2024-05-01
VCH-0866,COMP-0016,SAL-000866,Sales,2024-04-17,PTY-0281,Amit Sharma Traders,385000,69300,454300,Sales to Amit Sharma Traders,Posted,2024-04-17,2024-05-01
VCH-0867,COMP-0016,JOU-000867,Journal,2024-05-03,,,9071,0,9071,Journal voucher,Posted,2024-05-03,2024-05-01
VCH-0868,COMP-0016,PUR-000868,Purchase,2024-05-04,PTY-0281,Amit Sharma Traders,1011600,182088,1193688,Purchase to Amit Sharma Traders,Posted,2024-05-04,2024-05-01
VCH-0869,COMP-0016,PUR-000869,Purchase,2024-04-25,PTY-0275,Priya Sharma Distributors,405000,72900,477900,Purchase to Priya Sharma Distributors,Posted,2024-04-25,2024-05-01
VCH-0870,COMP-0016,PUR-000870,Purchase,2024-04-19,PTY-0282,Rajesh Gupta Suppliers,495000,89100,584100,Purchase to Rajesh Gupta Suppliers,Posted,2024-04-19,2024-05-01
VCH-0871,COMP-0016,JOU-000871,Journal,2024-05-02,,,9276,0,9276,Journal voucher,Posted,2024-05-02,2024-05-01
VCH-0872,COMP-0016,PUR-000872,Purchase,2024-06-07,PTY-0276,Neha Kumar Traders,495000,89100,584100,Purchase to Neha Kumar Traders,Posted,2024-06-07,2024-05-01
VCH-0873,COMP-0016,SAL-000873,Sales,2024-05-20,PTY-0285,Amit Sharma Traders,21000,3780,24780,Sales to Amit Sharma Traders,Posted,2024-05-20,2024-05-01
VCH-0874,COMP-0016,JOU-000874,Journal,2024-05-08,,,6386,0,6386,Journal voucher,Posted,2024-05-08,2024-05-01
VCH-0875,COMP-0016,JOU-000875,Journal,2024-05-22,,,17092,0,17092,Journal voucher,Posted,2024-05-22,2024-05-01
VCH-0876,COMP-0016,PUR-000876,Purchase,2024-06-09,PTY-0282,Rajesh Gupta Suppliers,130000,23400,153400,Purchase to Rajesh Gupta Suppliers,Posted,2024-06-09,2024-05-01
VCH-0877,COMP-0016,SAL-000877,Sales,2024-05-31,PTY-0286,Rajesh Gupta Traders,350000,63000,413000,Sales to Rajesh Gupta Traders,Posted,2024-05-31,2024-05-01
VCH-0878,COMP-0016,SAL-000878,Sales,2024-05-18,PTY-0289,Amit Singh Suppliers,567500,102150,669650,Sales to Amit Singh Suppliers,Posted,2024-05-18,2024-05-01
VCH-0879,COMP-0016,PUR-000879,Purchase,2024-06-26,PTY-0274,Amit Gupta Suppliers,480000,86400,566400,Purchase to Amit Gupta Suppliers,Posted,2024-06-26,2024-05-01
VCH-0880,COMP-0016,SAL-000880,Sales,2024-04-28,PTY-0284,Vikram Singh Suppliers,7500,1350,8850,Sales to Vikram Singh Suppliers,Posted,2024-04-28,2024-05-01
VCH-0881,COMP-0016,SAL-000881,Sales,2024-06-15,PTY-0276,Neha Kumar Traders,324000,58320,382320,Sales to Neha Kumar Traders,Posted,2024-06-15,2024-05-01
VCH-0882,COMP-0016,JOU-000882,Journal,2024-04-13,,,19901,0,19901,Journal voucher,Posted,2024-04-13,2024-05-01
VCH-0883,COMP-0016,PUR-000883,Purchase,2024-04-16,PTY-0279,Priya Sharma Traders,220000,39600,259600,Purchase to Priya Sharma Traders,Posted,2024-04-16,2024-05-01
VCH-0884,COMP-0016,SAL-000884,Sales,2024-06-03,PTY-0285,Amit Sharma Traders,274500,49410,323910,Sales to Amit Sharma Traders,Posted,2024-06-03,2024-05-01
VCH-0885,COMP-0016,JOU-000885,Journal,2024-04-11,,,21544,0,21544,Journal voucher,Posted,2024-04-11,2024-05-01
VCH-0886,COMP-0016,JOU-000886,Journal,2024-05-12,,,8123,0,8123,Journal voucher,Posted,2024-05-12,2024-05-01
VCH-0887,COMP-0016,JOU-000887,Journal,2024-06-04,,,23105,0,23105,Journal voucher,Posted,2024-06-04,2024-05-01
VCH-0888,COMP-0016,JOU-000888,Journal,2024-04-02,,,11838,0,11838,Journal voucher,Posted,2024-04-02,2024-05-01
VCH-0889,COMP-0016,PUR-000889,Purchase,2024-04-04,PTY-0283,Vikram Gupta Traders,223000,40140,263140,Purchase to Vikram Gupta Traders,Posted,2024-04-04,2024-05-01
VCH-0890,COMP-0016,SAL-000890,Sales,2024-06-28,PTY-0288,Priya Patel Suppliers,139000,25020,164020,Sales to Priya Patel Suppliers,Posted,2024-06-28,2024-05-01
VCH-0891,COMP-0016,JOU-000891,Journal,2024-04-01,,,12002,0,12002,Journal voucher,Posted,2024-04-01,2024-05-01
VCH-0892,COMP-0016,PUR-000892,Purchase,2024-05-18,PTY-0284,Vikram Singh Suppliers,130000,23400,153400,Purchase to Vikram Singh Suppliers,Posted,2024-05-18,2024-05-01
VCH-0893,COMP-0016,PUR-000893,Purchase,2024-05-10,PTY-0276,Neha Kumar Traders,501000,90180,591180,Purchase to Neha Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-0894,COMP-0016,PUR-000894,Purchase,2024-05-21,PTY-0283,Vikram Gupta Traders,294000,52920,346920,Purchase to Vikram Gupta Traders,Posted,2024-05-21,2024-05-01
VCH-0895,COMP-0016,SAL-000895,Sales,2024-04-25,PTY-0278,Priya Sharma Traders,4500,810,5310,Sales to Priya Sharma Traders,Posted,2024-04-25,2024-05-01
VCH-0896,COMP-0016,SAL-000896,Sales,2024-04-10,PTY-0281,Amit Sharma Traders,27000,4860,31860,Sales to Amit Sharma Traders,Posted,2024-04-10,2024-05-01
VCH-0897,COMP-0016,JOU-000897,Journal,2024-05-03,,,14632,0,14632,Journal voucher,Posted,2024-05-03,2024-05-01
VCH-0898,COMP-0017,PUR-000898,Purchase,2024-06-08,PTY-0314,Rajesh Kumar Distributors,3500,630,4130,Purchase to Rajesh Kumar Distributors,Posted,2024-06-08,2024-05-01
VCH-0899,COMP-0017,SAL-000899,Sales,2024-05-14,PTY-0303,Neha Kumar Traders,150000,27000,177000,Sales to Neha Kumar Traders,Posted,2024-05-14,2024-05-01
VCH-0900,COMP-0017,PUR-000900,Purchase,2024-04-17,PTY-0291,Priya Singh Distributors,120000,21600,141600,Purchase to Priya Singh Distributors,Posted,2024-04-17,2024-05-01
VCH-0901,COMP-0017,JOU-000901,Journal,2024-06-06,,,16839,0,16839,Journal voucher,Posted,2024-06-06,2024-05-01
VCH-0902,COMP-0017,JOU-000902,Journal,2024-05-21,,,7896,0,7896,Journal voucher,Posted,2024-05-21,2024-05-01
VCH-0903,COMP-0017,SAL-000903,Sales,2024-05-20,PTY-0305,Priya Patel Suppliers,14000,2520,16520,Sales to Priya Patel Suppliers,Posted,2024-05-20,2024-05-01
VCH-0904,COMP-0017,JOU-000904,Journal,2024-04-13,,,12163,0,12163,Journal voucher,Posted,2024-04-13,2024-05-01
VCH-0905,COMP-0017,SAL-000905,Sales,2024-05-14,PTY-0304,Amit Patel Suppliers,1299000,233820,1532820,Sales to Amit Patel Suppliers,Posted,2024-05-14,2024-05-01
VCH-0906,COMP-0017,JOU-000906,Journal,2024-05-25,,,9672,0,9672,Journal voucher,Posted,2024-05-25,2024-05-01
VCH-0907,COMP-0017,JOU-000907,Journal,2024-06-07,,,14515,0,14515,Journal voucher,Posted,2024-06-07,2024-05-01
VCH-0908,COMP-0017,SAL-000908,Sales,2024-04-15,PTY-0308,Vikram Kumar Suppliers,12000,2160,14160,Sales to Vikram Kumar Suppliers,Posted,2024-04-15,2024-05-01
VCH-0909,COMP-0017,SAL-000909,Sales,2024-04-25,PTY-0298,Vikram Gupta Traders,52500,9450,61950,Sales to Vikram Gupta Traders,Posted,2024-04-25,2024-05-01
VCH-0910,COMP-0017,SAL-000910,Sales,2024-04-28,PTY-0302,Vikram Sharma Suppliers,850900,153162,1004062,Sales to Vikram Sharma Suppliers,Posted,2024-04-28,2024-05-01
VCH-0911,COMP-0017,JOU-000911,Journal,2024-06-17,,,21626,0,21626,Journal voucher,Posted,2024-06-17,2024-05-01
VCH-0912,COMP-0017,PUR-000912,Purchase,2024-06-12,PTY-0293,Rajesh Sharma Traders,391000,70380,461380,Purchase to Rajesh Sharma Traders,Posted,2024-06-12,2024-05-01
VCH-0913,COMP-0017,PUR-000913,Purchase,2024-05-03,PTY-0296,Vikram Patel Distributors,62000,11160,73160,Purchase to Vikram Patel Distributors,Posted,2024-05-03,2024-05-01
VCH-0914,COMP-0017,JOU-000914,Journal,2024-04-12,,,14684,0,14684,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-0915,COMP-0017,JOU-000915,Journal,2024-06-08,,,23981,0,23981,Journal voucher,Posted,2024-06-08,2024-05-01
VCH-0916,COMP-0017,JOU-000916,Journal,2024-06-21,,,13133,0,13133,Journal voucher,Posted,2024-06-21,2024-05-01
VCH-0917,COMP-0017,PUR-000917,Purchase,2024-05-13,PTY-0300,Rajesh Sharma Suppliers,7500,1350,8850,Purchase to Rajesh Sharma Suppliers,Posted,2024-05-13,2024-05-01
VCH-0918,COMP-0017,PUR-000918,Purchase,2024-06-12,PTY-0297,Vikram Patel Distributors,240000,43200,283200,Purchase to Vikram Patel Distributors,Posted,2024-06-12,2024-05-01
VCH-0919,COMP-0017,JOU-000919,Journal,2024-04-24,,,12308,0,12308,Journal voucher,Posted,2024-04-24,2024-05-01
VCH-0920,COMP-0017,JOU-000920,Journal,2024-04-19,,,19086,0,19086,Journal voucher,Posted,2024-04-19,2024-05-01
VCH-0921,COMP-0017,PUR-000921,Purchase,2024-06-12,PTY-0292,Vikram Gupta Traders,201300,36234,237534,Purchase to Vikram Gupta Traders,Posted,2024-06-12,2024-05-01
VCH-0922,COMP-0017,SAL-000922,Sales,2024-06-21,PTY-0304,Amit Patel Suppliers,2700,486,3186,Sales to Amit Patel Suppliers,Posted,2024-06-21,2024-05-01
VCH-0923,COMP-0017,SAL-000923,Sales,2024-04-28,PTY-0314,Rajesh Kumar Distributors,6000,1080,7080,Sales to Rajesh Kumar Distributors,Posted,2024-04-28,2024-05-01
VCH-0924,COMP-0017,PUR-000924,Purchase,2024-05-12,PTY-0310,Priya Gupta Traders,330000,59400,389400,Purchase to Priya Gupta Traders,Posted,2024-05-12,2024-05-01
VCH-0925,COMP-0017,JOU-000925,Journal,2024-04-01,,,18352,0,18352,Journal voucher,Posted,2024-04-01,2024-05-01
VCH-0926,COMP-0017,JOU-000926,Journal,2024-04-19,,,23555,0,23555,Journal voucher,Posted,2024-04-19,2024-05-01
VCH-0927,COMP-0017,SAL-000927,Sales,2024-05-14,PTY-0295,Rajesh Singh Suppliers,234500,42210,276710,Sales to Rajesh Singh Suppliers,Posted,2024-05-14,2024-05-01
VCH-0928,COMP-0017,JOU-000928,Journal,2024-04-12,,,17531,0,17531,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-0929,COMP-0017,PUR-000929,Purchase,2024-05-15,PTY-0293,Rajesh Sharma Traders,520000,93600,613600,Purchase to Rajesh Sharma Traders,Posted,2024-05-15,2024-05-01
VCH-0930,COMP-0017,SAL-000930,Sales,2024-05-25,PTY-0312,Rajesh Kumar Suppliers,720000,129600,849600,Sales to Rajesh Kumar Suppliers,Posted,2024-05-25,2024-05-01
VCH-0931,COMP-0017,SAL-000931,Sales,2024-06-13,PTY-0294,Amit Singh Traders,1005000,180900,1185900,Sales to Amit Singh Traders,Posted,2024-06-13,2024-05-01
VCH-0932,COMP-0017,PUR-000932,Purchase,2024-05-01,PTY-0300,Rajesh Sharma Suppliers,330000,59400,389400,Purchase to Rajesh Sharma Suppliers,Posted,2024-05-01,2024-05-01
VCH-0933,COMP-0017,SAL-000933,Sales,2024-04-29,PTY-0312,Rajesh Kumar Suppliers,261500,47070,308570,Sales to Rajesh Kumar Suppliers,Posted,2024-04-29,2024-05-01
VCH-0934,COMP-0017,PUR-000934,Purchase,2024-05-20,PTY-0293,Rajesh Sharma Traders,720000,129600,849600,Purchase to Rajesh Sharma Traders,Posted,2024-05-20,2024-05-01
VCH-0935,COMP-0017,SAL-000935,Sales,2024-04-04,PTY-0293,Rajesh Sharma Traders,137500,24750,162250,Sales to Rajesh Sharma Traders,Posted,2024-04-04,2024-05-01
VCH-0936,COMP-0017,PUR-000936,Purchase,2024-05-08,PTY-0293,Rajesh Sharma Traders,699500,125910,825410,Purchase to Rajesh Sharma Traders,Posted,2024-05-08,2024-05-01
VCH-0937,COMP-0017,JOU-000937,Journal,2024-06-14,,,18472,0,18472,Journal voucher,Posted,2024-06-14,2024-05-01
VCH-0938,COMP-0017,JOU-000938,Journal,2024-04-07,,,12225,0,12225,Journal voucher,Posted,2024-04-07,2024-05-01
VCH-0939,COMP-0017,SAL-000939,Sales,2024-05-05,PTY-0306,Amit Sharma Distributors,171300,30834,202134,Sales to Amit Sharma Distributors,Posted,2024-05-05,2024-05-01
VCH-0940,COMP-0017,JOU-000940,Journal,2024-04-08,,,19713,0,19713,Journal voucher,Posted,2024-04-08,2024-05-01
VCH-0941,COMP-0017,JOU-000941,Journal,2024-05-22,,,18488,0,18488,Journal voucher,Posted,2024-05-22,2024-05-01
VCH-0942,COMP-0017,SAL-000942,Sales,2024-06-16,PTY-0291,Priya Singh Distributors,449800,80964,530764,Sales to Priya Singh Distributors,Posted,2024-06-16,2024-05-01
VCH-0943,COMP-0017,PUR-000943,Purchase,2024-04-21,PTY-0310,Priya Gupta Traders,55000,9900,64900,Purchase to Priya Gupta Traders,Posted,2024-04-21,2024-05-01
VCH-0944,COMP-0017,JOU-000944,Journal,2024-05-21,,,22482,0,22482,Journal voucher,Posted,2024-05-21,2024-05-01
VCH-0945,COMP-0017,JOU-000945,Journal,2024-04-09,,,11502,0,11502,Journal voucher,Posted,2024-04-09,2024-05-01
VCH-0946,COMP-0017,SAL-000946,Sales,2024-05-29,PTY-0295,Rajesh Singh Suppliers,266000,47880,313880,Sales to Rajesh Singh Suppliers,Posted,2024-05-29,2024-05-01
VCH-0947,COMP-0017,SAL-000947,Sales,2024-05-22,PTY-0308,Vikram Kumar Suppliers,900,162,1062,Sales to Vikram Kumar Suppliers,Posted,2024-05-22,2024-05-01
VCH-0948,COMP-0017,JOU-000948,Journal,2024-04-27,,,10382,0,10382,Journal voucher,Posted,2024-04-27,2024-05-01
VCH-0949,COMP-0017,PUR-000949,Purchase,2024-04-11,PTY-0291,Priya Singh Distributors,865000,155700,1020700,Purchase to Priya Singh Distributors,Posted,2024-04-11,2024-05-01
VCH-0950,COMP-0017,JOU-000950,Journal,2024-06-05,,,15412,0,15412,Journal voucher,Posted,2024-06-05,2024-05-01
VCH-0951,COMP-0017,PUR-000951,Purchase,2024-05-30,PTY-0309,Vikram Gupta Traders,260000,46800,306800,Purchase to Vikram Gupta Traders,Posted,2024-05-30,2024-05-01
VCH-0952,COMP-0017,SAL-000952,Sales,2024-05-28,PTY-0312,Rajesh Kumar Suppliers,311500,56070,367570,Sales to Rajesh Kumar Suppliers,Posted,2024-05-28,2024-05-01
VCH-0953,COMP-0017,SAL-000953,Sales,2024-04-07,PTY-0303,Neha Kumar Traders,458000,82440,540440,Sales to Neha Kumar Traders,Posted,2024-04-07,2024-05-01
VCH-0954,COMP-0018,JOU-000954,Journal,2024-05-07,,,12749,0,12749,Journal voucher,Posted,2024-05-07,2024-05-01
VCH-0955,COMP-0018,PUR-000955,Purchase,2024-04-27,PTY-0318,Amit Gupta Traders,442700,79686,522386,Purchase to Amit Gupta Traders,Posted,2024-04-27,2024-05-01
VCH-0956,COMP-0018,PUR-000956,Purchase,2024-06-03,PTY-0320,Vikram Kumar Suppliers,55000,9900,64900,Purchase to Vikram Kumar Suppliers,Posted,2024-06-03,2024-05-01
VCH-0957,COMP-0018,PUR-000957,Purchase,2024-04-21,PTY-0330,Amit Singh Suppliers,671000,120780,791780,Purchase to Amit Singh Suppliers,Posted,2024-04-21,2024-05-01
VCH-0958,COMP-0018,PUR-000958,Purchase,2024-04-22,PTY-0325,Neha Singh Traders,232300,41814,274114,Purchase to Neha Singh Traders,Posted,2024-04-22,2024-05-01
VCH-0959,COMP-0018,JOU-000959,Journal,2024-04-15,,,10807,0,10807,Journal voucher,Posted,2024-04-15,2024-05-01
VCH-0960,COMP-0018,SAL-000960,Sales,2024-05-23,PTY-0322,Amit Singh Traders,701300,126234,827534,Sales to Amit Singh Traders,Posted,2024-05-23,2024-05-01
VCH-0961,COMP-0018,PUR-000961,Purchase,2024-05-29,PTY-0316,Amit Singh Distributors,366300,65934,432234,Purchase to Amit Singh Distributors,Posted,2024-05-29,2024-05-01
VCH-0962,COMP-0018,SAL-000962,Sales,2024-04-02,PTY-0315,Vikram Singh Suppliers,129000,23220,152220,Sales to Vikram Singh Suppliers,Posted,2024-04-02,2024-05-01
VCH-0963,COMP-0018,SAL-000963,Sales,2024-04-24,PTY-0326,Vikram Patel Distributors,624000,112320,736320,Sales to Vikram Patel Distributors,Posted,2024-04-24,2024-05-01
VCH-0964,COMP-0018,JOU-000964,Journal,2024-04-02,,,22664,0,22664,Journal voucher,Posted,2024-04-02,2024-05-01
